run,step,source_filter,n_occurrences,n_trajectories,n_local_groups,mean_local_group_size,p50_local_group_size,p90_local_group_size,local_group_size_ge2_ratio,local_coverage,mean_abs_macro,mean_abs_local,median_abs_macro,median_abs_local,macro_abs_mass,local_abs_mass,local_magnitude_share,token_macro_abs_mass,token_local_abs_mass,token_local_magnitude_share,macro_local_sign_agreement,macro_local_sign_conflict,macro_local_pearson,macro_local_spearman,distinct_action_count_mean,distinct_action_singleton_group_ratio,distinct_action_ge3_group_ratio,source_occurrence_ratio
bace,3,branch_origin,5,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.09338363111019135,0.0,0.088494211435318,0.0,0.4669181555509567,0.0,0.0,50.439128160476685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
bace,3,branch_suffix,117,5.0,45.0,2.6,2.0,6.200000000000003,0.5333333333333333,0.23076923076923078,0.16966234453213522,0.05298903743680726,0.08849421888589859,0.0,19.85049431025982,6.199717380106449,0.2379910556503828,2348.0504005923867,764.0998236313462,0.2455215103962201,1.0,0.0,0.9992373236670545,-0.18685326728081583,1.8888888888888888,0.5777777777777777,0.15555555555555556,1.0
bace,4,all,5888,128.0,601.0,9.797004991680533,2.0,17.0,0.6422628951747088,0.5224184782608695,0.36354133736218186,0.24676123119997614,0.08659303188323975,0.0739121362566948,2140.5313943885267,1452.9301293054596,0.4043260571249652,194740.98746299744,129766.20847248752,0.39988699818627826,0.9886215864759428,0.011378413524057216,0.7920377727778894,0.918445982156912,4.207986688851913,0.40266222961730447,0.4292845257903494,1.0
bace,4,root,5871,126.0,600.0,9.785,2.0,17.0,0.6433333333333333,0.5215465849088742,0.3643636707456986,0.24721874426123946,0.08659303188323975,0.0739121362566948,2139.1791109479964,1451.421247557737,0.4042280127665784,194629.7820364535,129636.07373891491,0.39978329950569597,0.988569562377531,0.011430437622468974,0.7920415179809792,0.9191383925144425,4.205,0.40166666666666667,0.43,1.0
bace,4,branch_origin,2,2.0,2.0,1.0,1.0,1.0,0.0,0.5,0.07954608276486397,0.09622005373239517,0.07954608276486397,0.09622005373239517,0.15909216552972794,0.19244010746479034,0.5474322622641359,16.943315610289574,20.975971713662148,0.5531742074807434,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
bace,4,branch_suffix,15,2.0,4.0,3.75,2.0,7.900000000000001,0.5,0.8666666666666667,0.07954608500003815,0.08776277601718903,0.07954608649015427,0.0739121362566948,1.1931912750005722,1.3164416402578354,0.5245554567974582,94.26211093366146,109.15876185894012,0.5366153451235693,1.0,0.0,-0.3427530813818402,-0.3413145579785453,3.0,0.5,0.5,1.0
bace,5,all,5888,128.0,589.0,9.99660441426146,3.0,19.0,0.6960950764006791,0.49490489130434784,0.343374284022265,0.24034780065670455,0.07052475959062576,0.0,2021.7877843230963,1415.1678502666764,0.4117503979464627,201430.76309563965,141422.600084275,0.41248713086143046,0.9450926561427591,0.05490734385724091,0.8562123125244141,0.7796540709007316,4.361629881154499,0.3531409168081494,0.45161290322580644,1.0
bace,5,root,5795,125.0,587.0,9.872231686541738,3.0,19.0,0.6916524701873935,0.4954270923209664,0.34776042809804725,0.2434426120422922,0.07052475959062576,0.0,2015.271680828184,1410.7499367850833,0.41177496648952255,200817.08348980919,140971.80256712437,0.4124528570646442,0.9442702890978754,0.055729710902124696,0.8562122474441928,0.7808804602461613,4.330494037478705,0.35604770017035775,0.44804088586030666,1.0
bace,5,branch_origin,3,3.0,3.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.06332265213131905,0.023334667086601257,0.051977526396512985,0.0,0.18996795639395714,0.07000400125980377,0.2692752014152546,18.293913651257753,11.340648204088211,0.3826831744449098,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
bace,5,branch_suffix,90,3.0,29.0,3.103448275862069,1.0,6.199999999999999,0.4482758620689655,0.4666666666666667,0.07029039487242698,0.04831010533703698,0.08670148253440857,0.0,6.326135538518429,4.347909480333328,0.40733475197583907,595.385692179203,439.4568689465523,0.4246606058302124,1.0,0.0,0.989434354444807,0.3123367662768435,2.0689655172413794,0.6206896551724138,0.13793103448275862,1.0
bace,6,all,6208,128.0,652.0,9.521472392638037,3.0,16.0,0.7177914110429447,0.2506443298969072,0.16729032493150822,0.10389702413981608,0.049927618354558945,0.0,1038.538337174803,644.9927258599782,0.38311899318168535,106275.36173566058,65690.92641446716,0.3819988622253597,0.9897172236503856,0.010282776349614395,0.8095521633534072,0.8806784896382728,4.447852760736196,0.3159509202453988,0.4815950920245399,1.0
bace,6,root,6208,128.0,652.0,9.521472392638037,3.0,16.0,0.7177914110429447,0.2506443298969072,0.16729032493150822,0.10389702413981608,0.049927618354558945,0.0,1038.538337174803,644.9927258599782,0.38311899318168535,106275.36173566058,65690.92641446716,0.3819988622253597,0.9897172236503856,0.010282776349614395,0.8095521633534072,0.8806784896382728,4.447852760736196,0.3159509202453988,0.4815950920245399,1.0
bace,6,branch_origin,0,,,,,,,,,,,,,,,,,,,,,,,,,
bace,6,branch_suffix,0,,,,,,,,,,,,,,,,,,,,,,,,,
bace,7,all,5760,128.0,704.0,8.181818181818182,3.0,16.0,0.6477272727272727,0.4401041666666667,0.4237843790576638,0.2748472096367752,0.29721856117248535,0.0,2440.9980233721435,1583.1199275078252,0.3934079335725331,209235.84847615287,134322.06806367263,0.3909735785351985,0.9790927021696253,0.020907297830374753,0.7613081542253725,0.8479620255158294,4.048295454545454,0.3849431818181818,0.44176136363636365,1.0
bace,7,root,5760,128.0,704.0,8.181818181818182,3.0,16.0,0.6477272727272727,0.4401041666666667,0.4237843790576638,0.2748472096367752,0.29721856117248535,0.0,2440.9980233721435,1583.1199275078252,0.3934079335725331,209235.84847615287,134322.06806367263,0.3909735785351985,0.9790927021696253,0.020907297830374753,0.7613081542253725,0.8479620255158294,4.048295454545454,0.3849431818181818,0.44176136363636365,1.0
bace,7,branch_origin,0,,,,,,,,,,,,,,,,,,,,,,,,,
bace,7,branch_suffix,0,,,,,,,,,,,,,,,,,,,,,,,,,
bace,8,all,5888,128.0,679.0,8.671575846833578,3.0,15.0,0.6450662739322534,0.40726902173913043,0.3068372255599926,0.2081137527527418,0.07061265408992767,0.0,1806.6575840972364,1225.3737762081437,0.4041428437220142,155471.12622207403,104744.07861908618,0.4025286634692379,0.9712260216847373,0.028773978315262717,0.7941756956249478,0.8658474883064071,4.220913107511046,0.38880706921944036,0.45508100147275404,1.0
bace,8,root,5888,128.0,679.0,8.671575846833578,3.0,15.0,0.6450662739322534,0.40726902173913043,0.3068372255599926,0.2081137527527418,0.07061265408992767,0.0,1806.6575840972364,1225.3737762081437,0.4041428437220142,155471.12622207403,104744.07861908618,0.4025286634692379,0.9712260216847373,0.028773978315262717,0.7941756956249478,0.8658474883064071,4.220913107511046,0.38880706921944036,0.45508100147275404,1.0
bace,8,branch_origin,0,,,,,,,,,,,,,,,,,,,,,,,,,
bace,8,branch_suffix,0,,,,,,,,,,,,,,,,,,,,,,,,,
bace,9,all,5696,128.0,684.0,8.32748538011696,3.0,14.0,0.652046783625731,0.4454002808988764,0.33239232595444895,0.22413982844566976,0.07061265408992767,0.0,1893.3066886365414,1276.700462826535,0.4027437169147362,178330.979791753,118898.03103630026,0.40002162206529257,0.8967284193929839,0.10327158060701616,0.766214926466859,0.7495124844805949,4.090643274853801,0.38742690058479534,0.43567251461988304,1.0
bace,9,root,5599,122.0,683.0,8.197657393850658,3.0,14.0,0.6456808199121523,0.4398999821396678,0.3221135551788899,0.21591741358304228,0.07061265408992767,0.0,1803.5137954466045,1208.9215986514537,0.4013103819653573,170034.25771835446,112538.37246395429,0.3982635274737945,0.8948436865611044,0.10515631343889566,0.7677941767586648,0.7434077873263336,4.049780380673499,0.3923865300146413,0.43191800878477304,1.0
bace,9,branch_origin,6,6.0,6.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.921409726763765,0.5394922743240992,0.8474599719047546,0.41872353851795197,11.52845836058259,3.2369536459445953,0.2192254198198771,1126.119096700102,343.56328454613686,0.23376702948211645,0.75,0.25,0.7539186065760769,0.7999999999999999,1.0,1.0,0.0,1.0
bace,9,branch_suffix,91,5.0,29.0,3.1379310344827585,2.0,6.199999999999999,0.5517241379310345,0.7692307692307693,0.8600487343885086,0.7092517640564467,0.4299832582473755,0.3816901743412018,78.26443482935429,64.54191052913666,0.4519540806615754,7170.602976698428,6016.095287799835,0.45622453529528295,0.9714285714285714,0.02857142857142857,0.8144835047360741,0.8339124124620652,2.2413793103448274,0.5862068965517241,0.3103448275862069,1.0
bace,10,all,6016,128.0,737.0,8.162822252374491,3.0,14.0,0.6770691994572592,0.3259640957446808,0.2839128193798465,0.19174013436769355,0.0498654767870903,0.0,1708.0195213891566,1153.5086483560444,0.4031093108053365,161773.13153553382,108654.48013827222,0.4017876705183971,0.9607343192248853,0.03926568077511474,0.7629617855615054,0.8721525123241127,4.006784260515603,0.36092265943012214,0.4314789687924016,1.0
bace,10,root,5966,125.0,737.0,8.094979647218453,3.0,14.0,0.6770691994572592,0.32349983238350655,0.28273293098289315,0.19067536865267587,0.0498654767870903,0.0,1686.7846662439406,1137.5692493818642,0.4027714951331825,159939.58811721578,107238.62561333197,0.4013748880044663,0.9601036269430052,0.03989637305699482,0.7624341596861028,0.8730436849325055,3.985074626865672,0.3622795115332429,0.4314789687924016,1.0
bace,10,branch_origin,3,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.971151222785314,1.2731552322705586,1.0848208665847778,1.1499470472335815,2.9134536683559418,3.819465696811676,0.5672822574663379,285.67791336774826,414.7058575153351,0.592112317212105,1.0,0.0,0.7938060325182337,0.5,1.0,1.0,0.0,1.0
bace,10,branch_suffix,47,2.0,13.0,3.6153846153846154,1.0,10.200000000000006,0.46153846153846156,0.5957446808510638,0.3898170526991499,0.25787092079507545,0.31306105852127075,0.2565559148788452,18.321401476860046,12.119933277368546,0.3981406654872311,1547.865504950285,1001.1486674249172,0.39275916088455265,1.0,0.0,0.9577443609230886,0.3521271533516143,2.3076923076923075,0.6153846153846154,0.15384615384615385,1.0
bace,11,all,5568,128.0,615.0,9.053658536585365,2.0,18.0,0.6487804878048781,0.44701867816091956,0.268368116369867,0.24566857560007363,0.049990005791187286,0.0,1494.2736719474196,1367.88262894121,0.4779203108217799,131809.10461460054,118525.34786236333,0.4734679812930272,0.963319578175149,0.036680421824850984,0.8319196055063648,0.7455815303992895,4.136585365853659,0.4,0.41788617886178864,1.0
bace,11,root,5509,125.0,613.0,8.986949429037521,2.0,18.0,0.6492659053833605,0.4416409511708114,0.26583180389114985,0.24134109105025095,0.049990005791187286,0.0,1464.4674076363444,1329.5480705958325,0.47585565683303255,129382.31338392198,115319.81491933437,0.47126608877067033,0.9639513108614233,0.03604868913857678,0.8344020323513939,0.7510084809026463,4.123980424143556,0.399673735725938,0.41435562805872755,1.0
bace,11,branch_origin,3,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.4738165537516276,0.9549184143543243,0.31096911430358887,1.0078787803649902,1.4214496612548828,2.864755243062973,0.6683663770195388,88.88521313667297,180.43852519989014,0.6699688869400834,1.0,0.0,1.0,0.9999999999999999,1.0,1.0,0.0,1.0
bace,11,branch_suffix,56,3.0,16.0,3.5,1.5,6.0,0.5,0.9464285714285714,0.506871690175363,0.6333893411127585,0.3109690845012665,0.2367057502269745,28.384814649820328,35.46980310231447,0.5554774948304828,2337.9060175418854,3025.0944178290665,0.564067531652144,0.9302325581395349,0.06976744186046512,0.7105059338004919,0.5488530954588275,2.0,0.5,0.25,1.0
bace,12,all,5824,128.0,757.0,7.693527080581242,2.0,13.399999999999977,0.6340819022457067,0.25154532967032966,0.21332478588945897,0.13054914012836588,0.049927618354558945,0.0,1242.403553020209,760.318192107603,0.3796424510580624,124472.29792230204,70218.19332714193,0.36066575658888256,0.9890784982935154,0.010921501706484642,0.8000610656458446,0.8282901286492175,3.9484808454425364,0.39233817701453105,0.41215323645970936,1.0
bace,12,root,5646,120.0,741.0,7.619433198380567,2.0,14.0,0.6302294197031039,0.2453064116188452,0.21267918499369404,0.12862225823015966,0.049927618354558945,0.0,1200.7866784743965,726.2012699674815,0.3768582312902747,121056.10003807023,67435.48781065457,0.35776391180266026,0.9884476534296028,0.011552346570397111,0.7987083096518348,0.83860964682732,3.932523616734143,0.3940620782726046,0.41025641025641024,1.0
bace,12,branch_origin,8,8.0,8.0,1.0,1.0,1.0,0.0,0.5,0.5586356818675995,0.4659791849553585,0.3518240302801132,0.1479574292898178,4.469085454940796,3.727833479642868,0.4547847196480487,421.2456975877285,336.5398926138878,0.44410964917444207,1.0,0.0,0.9968756330605456,1.0,1.0,1.0,0.0,1.0
bace,12,branch_suffix,170,7.0,51.0,3.3333333333333335,1.0,4.0,0.4117647058823529,0.4470588235294118,0.21851640641689302,0.17875934506163876,0.3518240451812744,0.0,37.14778909087181,30.389088660478592,0.4499628894951472,2994.9521866440773,2446.165623873472,0.44957042083247906,1.0,0.0,0.616144334783738,0.10346784446953727,2.4313725490196076,0.5882352941176471,0.23529411764705882,1.0
bace,13,all,5760,128.0,664.0,8.674698795180722,2.0,15.700000000000045,0.6506024096385542,0.3637152777777778,0.2899127977466883,0.19721383317741534,0.07061264663934708,0.0,1669.8977150209248,1135.9516791019123,0.4048512658880725,155668.3458428681,99507.57092773216,0.3899567490030344,0.958472553699284,0.04152744630071599,0.8064500836388345,0.8573125037775549,4.0602409638554215,0.39156626506024095,0.42771084337349397,1.0
bace,13,root,5601,122.0,662.0,8.460725075528702,2.0,15.0,0.6465256797583081,0.3595786466702375,0.2919996528959587,0.1976348351228848,0.07061264663934708,0.0,1635.4900558702648,1106.9527115232777,0.40363748869601435,152751.96029821038,97039.20181297557,0.3884813257315401,0.958291956305859,0.041708043694141016,0.8074432678781596,0.8572291648265339,4.007552870090635,0.3957703927492447,0.4244712990936556,1.0
bace,13,branch_origin,6,6.0,6.0,1.0,1.0,1.0,0.0,0.5,0.6715276204049587,0.29754579067230225,0.2859170660376549,0.1821436583995819,4.029165722429752,1.7852747440338135,0.3070415381033798,331.55588671565056,144.9387373328209,0.3041770673116276,1.0,0.0,0.9177290096342832,1.0,1.0,1.0,0.0,1.0
bace,13,branch_suffix,153,6.0,49.0,3.122448979591837,2.0,8.400000000000006,0.5102040816326531,0.5098039215686274,0.19855224462895613,0.17786727342876343,0.1727803349494934,0.12081754952669144,30.378493428230286,27.213692834600806,0.4725240453697368,2584.8296579420567,2323.4303774237633,0.47337149227681335,0.9615384615384616,0.038461538461538464,0.7422557702723207,0.6952974321872206,2.3877551020408165,0.5306122448979592,0.24489795918367346,1.0
bace,14,all,5824,128.0,770.0,7.5636363636363635,2.0,13.0,0.6064935064935065,0.2688873626373626,0.24965364312059707,0.17507406715066992,0.0,0.0,1453.9828175343573,1019.6313670855016,0.4122030725022692,139999.3710380271,96909.53000382893,0.40905820582362745,0.9578544061302682,0.0421455938697318,0.7992699466024633,0.8578636998958087,3.8337662337662337,0.42207792207792205,0.3948051948051948,1.0
bace,14,root,5750,124.0,767.0,7.496740547588005,2.0,13.0,0.6049543676662321,0.2674782608695652,0.2462686971069678,0.17215329977837593,0.0,0.0,1416.0450083650649,989.8814737256616,0.41143463073130315,136664.70296049863,94299.678804731,0.4082866721007424,0.9609882964889467,0.03901170351105332,0.8047591078420685,0.8628834974701655,3.821382007822686,0.423728813559322,0.3898305084745763,1.0
bace,14,branch_origin,4,4.0,4.0,1.0,1.0,1.0,0.0,0.75,0.9991086572408676,0.3716865759342909,1.0614466965198517,0.06129574403166771,3.9964346289634705,1.4867463037371635,0.2711466796344844,318.79102939367294,103.55794227868319,0.2451952040243622,0.3333333333333333,0.6666666666666666,-0.6185396761092072,-0.5,1.0,1.0,0.0,1.0
bace,14,branch_suffix,70,3.0,27.0,2.5925925925925926,1.0,4.0,0.3333333333333333,0.35714285714285715,0.48487677914755684,0.40375924365861077,0.0,0.0,33.94137454032898,28.263147056102753,0.4543584024239738,3015.8770481348038,2506.293256819248,0.4538601887324628,0.84,0.16,0.34795821889605183,0.15147481487279463,1.8148148148148149,0.7037037037037037,0.14814814814814814,1.0
bace,15,all,5760,128.0,827.0,6.964933494558646,2.0,13.0,0.6360338573155986,0.46927083333333336,0.3971821602983659,0.28155838737911837,0.22810116410255432,0.0,2287.7692433185875,1621.7763113037217,0.4148247638107895,203091.20501386002,145645.0991274293,0.41763675705074194,0.9777950915465524,0.022204908453447605,0.8021080043467239,0.8104741470209024,3.688029020556227,0.3966142684401451,0.3893591293833132,1.0
bace,15,root,5636,124.0,824.0,6.839805825242719,2.0,12.700000000000045,0.633495145631068,0.46202980837473384,0.39620226161650957,0.2799756190585646,0.22810116410255432,0.0,2232.995946470648,1577.94258901407,0.41405616341523316,197899.0311969705,141625.0941033985,0.41712822020557777,0.9770161290322581,0.022983870967741935,0.8007618180267143,0.8039577508245245,3.645631067961165,0.39927184466019416,0.38349514563106796,1.0
bace,15,branch_origin,4,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.3931455537676811,0.7099800333380699,0.40139536559581757,0.6834315359592438,1.5725822150707245,2.8399201333522797,0.6436076196914893,135.5014760196209,295.8309300839901,0.6858537079472935,1.0,0.0,0.41636407250973334,0.5,1.0,1.0,0.0,1.0
bace,15,branch_suffix,120,4.0,34.0,3.5294117647058822,2.0,5.699999999999999,0.5294117647058824,0.7916666666666666,0.4433392886072397,0.34161501796916127,0.5746895670890808,0.34957027435302734,53.20071463286877,40.99380215629935,0.4352036992562288,5056.672340869904,3724.1740939468145,0.42412472665279544,1.0,0.0,0.7526372369226129,0.7558625150890118,2.3823529411764706,0.5,0.23529411764705882,1.0
bace,16,all,5888,128.0,816.0,7.215686274509804,2.0,12.0,0.633578431372549,0.3529211956521739,0.2922827074906546,0.19141194922343382,0.049927618354558945,0.0,1720.9605817049742,1127.0335570275784,0.39572888922065813,166825.27362916246,108104.23161012866,0.3932070932730108,0.9850818094321463,0.014918190567853706,0.7953064504288809,0.9012234567681094,3.8026960784313726,0.41911764705882354,0.39215686274509803,1.0
bace,16,root,5608,118.0,796.0,7.045226130653266,2.0,12.0,0.6293969849246231,0.3363052781740371,0.27337299945289945,0.17677377420245072,0.049927618354558945,0.0,1533.0757809318602,991.3473257273436,0.39270252403896044,149033.12804068252,95113.50022108294,0.3895753174977521,0.9840933191940615,0.015906680805938492,0.7892656516064045,0.8924620447690372,3.757537688442211,0.4221105527638191,0.3907035175879397,1.0
bace,16,branch_origin,10,10.0,10.0,1.0,1.0,1.0,0.0,0.5,0.6323909003287553,0.3038036435842514,0.45421600341796875,0.190363809466362,6.323909003287554,3.038036435842514,0.324509094353843,689.6718859262764,252.27036499977112,0.2678193538422949,1.0,0.0,0.7831372623953458,0.6,1.0,1.0,0.0,1.0
bace,16,branch_suffix,270,10.0,69.0,3.9130434782608696,2.0,8.200000000000003,0.5362318840579711,0.6925925925925925,0.6724477472956534,0.4912896106088603,0.4919286072254181,0.3807275891304016,181.5608917698264,132.64819486439228,0.42216536856176934,17102.47370255366,12738.461024045944,0.42687875365683964,0.9946524064171123,0.0053475935828877,0.9282566452929589,0.8672234930337828,2.5942028985507246,0.5072463768115942,0.2898550724637681,1.0
bace,17,all,5696,128.0,844.0,6.748815165876778,2.0,12.0,0.6220379146919431,0.2989817415730337,0.280159230888141,0.18197210707238698,0.0498654805123806,0.0,1595.7869791388512,1036.5131218843162,0.39376707902014146,146449.39758211747,95622.36115342379,0.3950165919928288,0.9763092269326683,0.02369077306733167,0.721772052347207,0.8201571010059239,3.631516587677725,0.41232227488151657,0.3767772511848341,1.0
bace,17,root,5668,125.0,844.0,6.7156398104265405,2.0,12.0,0.6220379146919431,0.2964008468595625,0.2796598525288013,0.18109402847827932,0.0498654805123806,0.0,1585.112044133246,1026.4409534148872,0.393038530858292,145411.9515256174,94677.19062513113,0.3943418256111086,0.9759949463044851,0.024005053695514846,0.7212065352445661,0.8208645155335557,3.6208530805687205,0.41232227488151657,0.3755924170616114,1.0
bace,17,branch_origin,3,3.0,3.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.18288230150938034,0.32288899024327594,0.05291561037302017,0.39131689071655273,0.548646904528141,0.9686669707298279,0.6384090902513494,42.11493283510208,58.58833718299866,0.5817918045011569,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
bace,17,branch_suffix,25,3.0,11.0,2.272727272727273,1.0,2.0,0.45454545454545453,0.84,0.4050515240430832,0.36414005994796755,0.49573129415512085,0.310001403093338,10.12628810107708,9.103501498699188,0.47340619362806924,995.3311236649752,886.5821911096573,0.47110681674295346,1.0,0.0,0.0526437680757942,-0.08938534383326366,1.8181818181818181,0.5454545454545454,0.09090909090909091,1.0
bace,18,all,5568,128.0,781.0,7.12932138284251,2.0,14.0,0.615877080665813,0.43516522988505746,0.36144166251767595,0.26964964119542856,0.07070086896419525,0.0,2012.5071768984199,1501.4092021761462,0.42727516542996413,193432.06094926223,139897.61613173923,0.41969745195457986,0.9386422976501305,0.06135770234986945,0.7601004589662547,0.8264694565925781,3.7567221510883484,0.41613316261203587,0.4084507042253521,1.0
bace,18,root,5478,124.0,778.0,7.041131105398458,2.0,14.0,0.6169665809768637,0.43227455275648047,0.36133080912810384,0.2666810765152157,0.07070086896419525,0.0,1979.3701724037528,1460.8789371503517,0.424643358846679,190143.55970227346,135742.25663086912,0.4165331837949774,0.937555358724535,0.062444641275465014,0.7579972501178691,0.8210274627279325,3.7352185089974292,0.41516709511568123,0.4074550128534704,1.0
bace,18,branch_origin,4,4.0,4.0,1.0,1.0,1.0,0.0,0.5,0.39830397069454193,0.5056730359792709,0.3876435458660126,0.4554087221622467,1.5932158827781677,2.0226921439170837,0.559387055473631,102.91167038679123,134.502967774868,0.566531907284008,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
bace,18,branch_suffix,86,4.0,21.0,4.095238095238095,2.0,10.0,0.5714285714285714,0.6162790697674418,0.36678823967312657,0.4477624753706677,0.0,0.6602707505226135,31.543788611888885,38.50757288187742,0.5497048459979406,3185.589576601982,4020.8565330952406,0.557952765050813,1.0,0.0,0.13627464295153915,0.3532016490120788,2.5714285714285716,0.47619047619047616,0.38095238095238093,1.0
bace,19,all,5824,128.0,894.0,6.514541387024608,2.0,12.0,0.5917225950782998,0.3174793956043956,0.2919559993232334,0.18541568500162672,0.049927618354558945,0.0,1700.3517400585115,1079.860949449474,0.3884094743990888,151133.4691438675,95535.29161443026,0.3873019482513313,0.9718766901027582,0.028123309897241752,0.7356576987126573,0.83971890211656,3.634228187919463,0.45302013422818793,0.3825503355704698,1.0
bace,19,root,5698,120.0,888.0,6.416666666666667,2.0,12.0,0.5923423423423423,0.3232713232713233,0.2958754241687503,0.18863285580675634,0.049927618354558945,0.0,1685.8981669135392,1074.8300123868976,0.3893284461852587,150162.19786804914,95222.84716524766,0.38805481056242314,0.9723127035830619,0.02768729641693811,0.7366101895752265,0.8384359069560602,3.606981981981982,0.4527027027027027,0.38175675675675674,1.0
bace,19,branch_origin,8,8.0,8.0,1.0,1.0,1.0,0.0,0.375,0.8785841926001012,0.4013806751463562,0.02830192632973194,0.0,7.02867354080081,3.21104540117085,0.31358725951048894,329.4937008135021,153.33616755530238,0.3175780489167622,0.6666666666666666,0.3333333333333333,0.4654151614508838,0.0,1.0,1.0,0.0,1.0
bace,19,branch_suffix,118,8.0,33.0,3.5757575757575757,1.0,6.400000000000002,0.48484848484848486,0.03389830508474576,0.06292287800145352,0.015422810689877655,0.0,0.0,7.4248996041715145,1.8198916614055634,0.19685589529551864,641.7775750048459,159.1082816272974,0.19866536574434426,1.0,0.0,0.9999999999999993,1.0,2.4545454545454546,0.6060606060606061,0.21212121212121213,1.0
