step,phase,task_family,Q,pair_round,expected_information_gain
98,middle,pick_two_obj_and_place,5,1,0.10641600590249059
98,middle,pick_two_obj_and_place,5,2,0.10641600590249028
98,middle,pick_two_obj_and_place,5,3,0.05320800295124514
98,middle,pick_and_place,5,1,0.016203690964896884
98,middle,pick_and_place,5,2,0.011805136316317846
98,middle,pick_and_place,5,3,0.005809864403982224
98,middle,look_at_obj_in_light,5,1,0.025028094540142022
98,middle,look_at_obj_in_light,5,2,0.025028094540140256
98,middle,look_at_obj_in_light,5,3,0.007904873581208642
98,middle,pick_two_obj_and_place,5,1,0.12243830287392662
98,middle,pick_two_obj_and_place,5,2,0.09074204378780118
98,middle,pick_two_obj_and_place,5,3,0.04537102189390039
98,middle,pick_cool_then_place_in_recep,4,1,0.07282985461932011
98,middle,pick_cool_then_place_in_recep,4,2,0.07282985461932
98,middle,pick_heat_then_place_in_recep,4,1,0.04397285773877893
98,middle,pick_heat_then_place_in_recep,4,2,0.02348428640592473
98,middle,pick_heat_then_place_in_recep,4,1,0.07256431839294784
98,middle,pick_heat_then_place_in_recep,4,2,0.07256431839294776
98,middle,look_at_obj_in_light,5,1,0.02502809454014034
98,middle,look_at_obj_in_light,5,2,0.014178944383803415
98,middle,look_at_obj_in_light,5,3,0.007293722900192245
98,middle,pick_two_obj_and_place,5,1,0.07304153019822132
98,middle,pick_two_obj_and_place,5,2,0.05961655297379444
98,middle,pick_two_obj_and_place,5,3,0.017179143798598306
98,middle,pick_two_obj_and_place,5,1,0.09074204378780293
98,middle,pick_two_obj_and_place,5,2,0.06579731997255048
98,middle,pick_two_obj_and_place,5,3,0.025060733342384574
98,middle,look_at_obj_in_light,5,1,0.12489131496882355
98,middle,look_at_obj_in_light,5,2,0.12489131496882308
98,middle,look_at_obj_in_light,5,3,0.06046182689042609
98,middle,pick_and_place,6,1,0.12407887811219076
98,middle,pick_and_place,6,2,0.12407887811219043
98,middle,pick_and_place,6,3,0.10752674968056673
98,middle,pick_two_obj_and_place,5,1,0.11626370167930142
98,middle,pick_two_obj_and_place,5,2,0.11626370167930136
98,middle,pick_two_obj_and_place,5,3,0.04190599064192867
98,middle,pick_heat_then_place_in_recep,4,1,0.11910769429433912
98,middle,pick_heat_then_place_in_recep,4,2,0.08794356361927666
99,middle,pick_and_place,6,1,0.12353373253893263
99,middle,pick_and_place,6,2,0.12353373253893216
99,middle,pick_and_place,6,3,0.1235337325389319
99,middle,pick_clean_then_place_in_recep,6,1,0.03930450182256767
99,middle,pick_clean_then_place_in_recep,6,2,0.021328734872544997
99,middle,pick_clean_then_place_in_recep,6,3,0.014903971377807749
99,middle,pick_clean_then_place_in_recep,6,1,0.11888128846422966
99,middle,pick_clean_then_place_in_recep,6,2,0.11888128846422974
99,middle,pick_clean_then_place_in_recep,6,3,0.11888128846422942
99,middle,pick_cool_then_place_in_recep,4,1,0.10528338919383405
99,middle,pick_cool_then_place_in_recep,4,2,0.09734301628496879
99,middle,look_at_obj_in_light,5,1,0.025756140127693446
99,middle,look_at_obj_in_light,5,2,0.02575614012769341
99,middle,look_at_obj_in_light,5,3,0.012878070063848193
99,middle,pick_clean_then_place_in_recep,6,1,0.039304501822566854
99,middle,pick_clean_then_place_in_recep,6,2,0.03930450182256756
99,middle,pick_clean_then_place_in_recep,6,3,0.031216422625020786
99,middle,pick_heat_then_place_in_recep,4,1,0.08940804442961259
99,middle,pick_heat_then_place_in_recep,4,2,0.05860832572193567
99,middle,look_at_obj_in_light,5,1,0.11753293656194526
99,middle,look_at_obj_in_light,5,2,0.05564802324610828
99,middle,look_at_obj_in_light,5,3,0.02047238781736628
99,middle,pick_cool_then_place_in_recep,4,1,0.11551918161819141
99,middle,pick_cool_then_place_in_recep,4,2,0.11551918161819057
99,middle,pick_and_place,3,1,0.014763863633948828
99,middle,pick_and_place,3,2,0.005436323222585502
99,middle,pick_cool_then_place_in_recep,4,1,0.11691399982762052
99,middle,pick_cool_then_place_in_recep,4,2,0.10374817094251336
99,middle,pick_cool_then_place_in_recep,4,1,0.10586404576976827
99,middle,pick_cool_then_place_in_recep,4,2,0.105864045769768
99,middle,pick_two_obj_and_place,4,1,0.0990292936710611
99,middle,pick_two_obj_and_place,4,2,0.09902929367106089
99,middle,pick_heat_then_place_in_recep,4,1,0.07722467039414761
99,middle,pick_heat_then_place_in_recep,4,2,0.07722467039414756
99,middle,pick_cool_then_place_in_recep,4,1,0.12327678600315276
99,middle,pick_cool_then_place_in_recep,4,2,0.09734301628496878
100,middle,pick_clean_then_place_in_recep,6,1,0.11883580367453064
100,middle,pick_clean_then_place_in_recep,6,2,0.07691354652581814
100,middle,pick_clean_then_place_in_recep,6,3,0.027684312080600453
100,middle,pick_clean_then_place_in_recep,6,1,0.043499637862828
100,middle,pick_clean_then_place_in_recep,6,2,0.02331960995607147
100,middle,pick_clean_then_place_in_recep,6,3,0.023515597900647507
100,middle,pick_and_place,6,1,0.12464917533430364
100,middle,pick_and_place,6,2,0.09245662018894042
100,middle,pick_and_place,6,3,0.06026406504357708
100,middle,pick_heat_then_place_in_recep,4,1,0.06021551592941965
100,middle,pick_heat_then_place_in_recep,4,2,0.06021551592941972
100,middle,look_at_obj_in_light,5,1,0.11607980404832166
100,middle,look_at_obj_in_light,5,2,0.11607980404832142
100,middle,look_at_obj_in_light,5,3,0.05803990202416067
100,middle,pick_and_place,4,1,0.12356078173374502
100,middle,pick_and_place,4,2,0.07937909732853936
100,middle,pick_heat_then_place_in_recep,4,1,0.060215515929420635
100,middle,pick_heat_then_place_in_recep,4,2,0.0452306021647256
100,middle,pick_clean_then_place_in_recep,6,1,0.043499637862828
100,middle,pick_clean_then_place_in_recep,6,2,0.043499637862828025
100,middle,pick_clean_then_place_in_recep,6,3,0.025262270981133504
100,middle,pick_clean_then_place_in_recep,5,1,0.12498991438100315
100,middle,pick_clean_then_place_in_recep,5,2,0.07392859518099305
100,middle,pick_clean_then_place_in_recep,5,3,0.0072564068656197946
100,middle,pick_clean_then_place_in_recep,6,1,0.043499637862828
100,middle,pick_clean_then_place_in_recep,6,2,0.04349963786282722
100,middle,pick_clean_then_place_in_recep,6,3,0.025262270981133483
100,middle,pick_clean_then_place_in_recep,5,1,0.029604415608782828
100,middle,pick_clean_then_place_in_recep,5,2,0.020542357890429477
100,middle,pick_clean_then_place_in_recep,5,3,0.006274630120979191
100,middle,pick_and_place,4,1,0.02304016751903173
100,middle,pick_and_place,4,2,0.01832056119873053
100,middle,pick_two_obj_and_place,4,1,0.07366674113601271
100,middle,pick_two_obj_and_place,4,2,0.07366674113601374
100,middle,pick_heat_then_place_in_recep,4,1,0.06021551592942097
100,middle,pick_heat_then_place_in_recep,4,2,0.06021551592941913
100,middle,pick_clean_then_place_in_recep,6,1,0.12453913175762583
100,middle,pick_clean_then_place_in_recep,6,2,0.12453913175762571
100,middle,pick_clean_then_place_in_recep,6,3,0.11952846598580122
100,middle,pick_and_place,6,1,0.028228156117357933
100,middle,pick_and_place,6,2,0.016521258772447693
100,middle,pick_and_place,6,3,0.012590006214709069
101,late,pick_heat_then_place_in_recep,5,1,0.0539298021901932
101,late,pick_heat_then_place_in_recep,5,2,0.027820296603511332
101,late,pick_heat_then_place_in_recep,5,3,0.014040027764753518
101,late,pick_and_place,3,1,0.018390550995760202
101,late,pick_and_place,3,2,0.006564770170805482
101,late,pick_clean_then_place_in_recep,6,1,0.04501300014205879
101,late,pick_clean_then_place_in_recep,6,2,0.04501300014205893
101,late,pick_clean_then_place_in_recep,6,3,0.025056548575301194
101,late,pick_clean_then_place_in_recep,6,1,0.10097383324180043
101,late,pick_clean_then_place_in_recep,6,2,0.08163343075148596
101,late,pick_clean_then_place_in_recep,6,3,0.03432232047147327
101,late,pick_cool_then_place_in_recep,4,1,0.06933961007796366
101,late,pick_cool_then_place_in_recep,4,2,0.03629932185726338
101,late,look_at_obj_in_light,5,1,0.0394725416104176
101,late,look_at_obj_in_light,5,2,0.03045797456106703
101,late,look_at_obj_in_light,5,3,0.01125980801506228
101,late,pick_two_obj_and_place,4,1,0.11072713592262085
101,late,pick_two_obj_and_place,4,2,0.10610848298955523
101,late,look_at_obj_in_light,5,1,0.08617923081925821
101,late,look_at_obj_in_light,5,2,0.08617923081925787
101,late,look_at_obj_in_light,5,3,0.04308961540962889
101,late,pick_cool_then_place_in_recep,4,1,0.06933961007796366
101,late,pick_cool_then_place_in_recep,4,2,0.05431820761882246
101,late,pick_two_obj_and_place,4,1,0.1169075669424758
101,late,pick_two_obj_and_place,4,2,0.11445672872413094
101,late,pick_heat_then_place_in_recep,5,1,0.0539298021901933
101,late,pick_heat_then_place_in_recep,5,2,0.04388866716225208
101,late,pick_heat_then_place_in_recep,5,3,0.015688858212911813
101,late,pick_clean_then_place_in_recep,6,1,0.04501300014205887
101,late,pick_clean_then_place_in_recep,6,2,0.04501300014205884
101,late,pick_clean_then_place_in_recep,6,3,0.02400529625958559
101,late,pick_clean_then_place_in_recep,6,1,0.04501300014205718
101,late,pick_clean_then_place_in_recep,6,2,0.02588206867869515
101,late,pick_clean_then_place_in_recep,6,3,0.02407679233290096
101,late,pick_cool_then_place_in_recep,4,1,0.10653811809460269
101,late,pick_cool_then_place_in_recep,4,2,0.09059900997702845
101,late,pick_heat_then_place_in_recep,5,1,0.05392980219019252
101,late,pick_heat_then_place_in_recep,5,2,0.05392980219019296
101,late,pick_heat_then_place_in_recep,5,3,0.019105083740360528
101,late,pick_cool_then_place_in_recep,4,1,0.10653811809460403
101,late,pick_cool_then_place_in_recep,4,2,0.0997007510499098
102,late,pick_two_obj_and_place,4,1,0.07040162672552262
102,late,pick_two_obj_and_place,4,2,0.07040162672552139
102,late,pick_two_obj_and_place,4,1,0.05200918591384256
102,late,pick_two_obj_and_place,4,2,0.035955583373518826
102,late,pick_cool_then_place_in_recep,5,1,0.11519718714552422
102,late,pick_cool_then_place_in_recep,5,2,0.11519718714552403
102,late,pick_cool_then_place_in_recep,5,3,0.057598593572761966
102,late,look_at_obj_in_light,4,1,0.030817112953552498
102,late,look_at_obj_in_light,4,2,0.014468380218546644
102,late,pick_heat_then_place_in_recep,5,1,0.10114813090186489
102,late,pick_heat_then_place_in_recep,5,2,0.08191098457664528
102,late,pick_heat_then_place_in_recep,5,3,0.021037773541271353
102,late,pick_cool_then_place_in_recep,5,1,0.04927272717601396
102,late,pick_cool_then_place_in_recep,5,2,0.03432240079364683
102,late,pick_cool_then_place_in_recep,5,3,0.01667479574022067
102,late,look_at_obj_in_light,4,1,0.11890019126173382
102,late,look_at_obj_in_light,4,2,0.10746138359345772
102,late,pick_heat_then_place_in_recep,5,1,0.12467468824699429
102,late,pick_heat_then_place_in_recep,5,2,0.1011481309018647
102,late,pick_heat_then_place_in_recep,5,3,0.03881078677836761
102,late,look_at_obj_in_light,4,1,0.11739228696218292
102,late,look_at_obj_in_light,4,2,0.10745383405856278
102,late,pick_heat_then_place_in_recep,5,1,0.07762157355673689
102,late,pick_heat_then_place_in_recep,5,2,0.05655763252302602
102,late,pick_heat_then_place_in_recep,5,3,0.018218157137087382
102,late,pick_two_obj_and_place,4,1,0.10260798684938499
102,late,pick_two_obj_and_place,4,2,0.10260798684938513
102,late,look_at_obj_in_light,3,1,0.01696673520982029
102,late,look_at_obj_in_light,3,2,0.005967521098667877
102,late,pick_heat_then_place_in_recep,5,1,0.045062215307962714
102,late,pick_heat_then_place_in_recep,5,2,0.04506221530796436
102,late,pick_heat_then_place_in_recep,5,3,0.015538142737648211
102,late,pick_two_obj_and_place,4,1,0.07040162672552114
102,late,pick_two_obj_and_place,4,2,0.07040162672552261
102,late,pick_clean_then_place_in_recep,5,1,0.03829542640417307
102,late,pick_clean_then_place_in_recep,5,2,0.030316284184562566
102,late,pick_clean_then_place_in_recep,5,3,0.011168570982474705
103,late,pick_two_obj_and_place,4,1,0.06402186603703547
103,late,pick_two_obj_and_place,4,2,0.06402186603703545
103,late,pick_and_place,6,1,0.020774200705102427
103,late,pick_and_place,6,2,0.01498648788088583
103,late,pick_and_place,6,3,0.01529021589889832
103,late,look_at_obj_in_light,5,1,0.0407333551652151
103,late,look_at_obj_in_light,5,2,0.027429574430820686
103,late,look_at_obj_in_light,5,3,0.012620508788618885
103,late,pick_heat_then_place_in_recep,5,1,0.036037594982287306
103,late,pick_heat_then_place_in_recep,5,2,0.024946949022011472
103,late,pick_heat_then_place_in_recep,5,3,0.011918461072296915
103,late,pick_two_obj_and_place,4,1,0.10139561691623818
103,late,pick_two_obj_and_place,4,2,0.03903372257569425
103,late,pick_heat_then_place_in_recep,4,1,0.02599442160108615
103,late,pick_heat_then_place_in_recep,4,2,0.014908059863849304
103,late,pick_two_obj_and_place,4,1,0.06402186603703547
103,late,pick_two_obj_and_place,4,2,0.034037729354832
103,late,pick_clean_then_place_in_recep,6,1,0.04016570099611473
103,late,pick_clean_then_place_in_recep,6,2,0.03096854348025177
103,late,pick_clean_then_place_in_recep,6,3,0.02222754456156623
103,late,pick_and_place,6,1,0.026561913529318207
103,late,pick_and_place,6,2,0.01590645647877724
103,late,pick_and_place,6,3,0.014986487880886554
103,late,look_at_obj_in_light,5,1,0.1138901537166955
103,late,look_at_obj_in_light,5,2,0.11389015371669585
103,late,look_at_obj_in_light,5,3,0.05694507685834789
103,late,look_at_obj_in_light,5,1,0.0537280792112101
103,late,look_at_obj_in_light,5,2,0.02932983784801038
103,late,look_at_obj_in_light,5,3,0.014253630094586214
103,late,pick_two_obj_and_place,4,1,0.06402186603703547
103,late,pick_two_obj_and_place,4,2,0.0640218660370355
103,late,pick_and_place,6,1,0.026561913529319043
103,late,pick_and_place,6,2,0.026561913529318207
103,late,pick_and_place,6,3,0.015312293830836621
103,late,pick_cool_then_place_in_recep,4,1,0.058884036770037694
103,late,pick_cool_then_place_in_recep,4,2,0.05888403677003716
104,late,pick_cool_then_place_in_recep,5,1,0.09922625471967905
104,late,pick_cool_then_place_in_recep,5,2,0.09922625471967884
104,late,pick_cool_then_place_in_recep,5,3,0.04961312735983941
104,late,pick_cool_then_place_in_recep,5,1,0.05847327010796919
104,late,pick_cool_then_place_in_recep,5,2,0.0315499201214539
104,late,pick_cool_then_place_in_recep,5,3,0.014255264031219333
104,late,pick_heat_then_place_in_recep,5,1,0.031432134360008114
104,late,pick_heat_then_place_in_recep,5,2,0.019356647772238254
104,late,pick_heat_then_place_in_recep,5,3,0.007184970011556771
104,late,pick_clean_then_place_in_recep,6,1,0.037842627801931185
104,late,pick_clean_then_place_in_recep,6,2,0.037842627801931136
104,late,pick_clean_then_place_in_recep,6,3,0.037842627801931095
104,late,pick_two_obj_and_place,5,1,0.11805809291384123
104,late,pick_two_obj_and_place,5,2,0.11805809291384098
104,late,pick_two_obj_and_place,5,3,0.059029046456920066
104,late,pick_clean_then_place_in_recep,6,1,0.037842627801931185
104,late,pick_clean_then_place_in_recep,6,2,0.037842627801931136
104,late,pick_clean_then_place_in_recep,6,3,0.03061201571134623
104,late,pick_two_obj_and_place,5,1,0.10405022197101846
104,late,pick_two_obj_and_place,5,2,0.08424437387269232
104,late,pick_two_obj_and_place,5,3,0.042122186936346014
104,late,pick_two_obj_and_place,5,1,0.061809954912235274
104,late,pick_two_obj_and_place,5,2,0.051904140834005824
104,late,pick_two_obj_and_place,5,3,0.01597666614270005
104,late,pick_two_obj_and_place,5,1,0.1073603929607127
104,late,pick_two_obj_and_place,5,2,0.10736039296071243
104,late,pick_two_obj_and_place,5,3,0.05368019648035611
104,late,pick_cool_then_place_in_recep,5,1,0.11507595049551048
104,late,pick_cool_then_place_in_recep,5,2,0.11077871963603807
104,late,pick_cool_then_place_in_recep,5,3,0.055994767802906575
104,late,look_at_obj_in_light,5,1,0.04738593881040107
104,late,look_at_obj_in_light,5,2,0.037406412724697975
104,late,look_at_obj_in_light,5,3,0.013323510868719154
104,late,pick_and_place,5,1,0.019360318445196856
104,late,pick_and_place,5,2,0.011293872755480782
104,late,pick_and_place,5,3,0.005480924028199593
104,late,pick_clean_then_place_in_recep,6,1,0.03784262780193079
104,late,pick_clean_then_place_in_recep,6,2,0.022081250315565383
104,late,pick_clean_then_place_in_recep,6,3,0.02155888311678211
104,late,pick_cool_then_place_in_recep,5,1,0.1048457366131301
104,late,pick_cool_then_place_in_recep,5,2,0.09653834355263154
104,late,pick_cool_then_place_in_recep,5,3,0.04309446596480678
105,late,pick_and_place,3,1,0.012930496738191287
105,late,pick_and_place,3,2,0.006465248369096393
105,late,pick_and_place,6,1,0.01745348749318332
105,late,pick_and_place,6,2,0.014256762104644223
105,late,pick_and_place,6,3,0.010346523864304319
105,late,pick_clean_then_place_in_recep,6,1,0.033228536782791675
105,late,pick_clean_then_place_in_recep,6,2,0.0332285367827917
105,late,pick_clean_then_place_in_recep,6,3,0.02634497657398778
105,late,look_at_obj_in_light,5,1,0.1005194934830467
105,late,look_at_obj_in_light,5,2,0.059577530586826716
105,late,look_at_obj_in_light,5,3,0.021446501848033858
105,late,pick_heat_then_place_in_recep,5,1,0.021568508000285175
105,late,pick_heat_then_place_in_recep,5,2,0.02085220381380524
105,late,pick_heat_then_place_in_recep,5,3,0.008601699894748592
105,late,pick_cool_then_place_in_recep,4,1,0.11772264712477698
105,late,pick_cool_then_place_in_recep,4,2,0.11772264712477676
105,late,pick_two_obj_and_place,5,1,0.10594580601725975
105,late,pick_two_obj_and_place,5,2,0.0890058711265138
105,late,pick_two_obj_and_place,5,3,0.01864946407758126
105,late,pick_two_obj_and_place,5,1,0.05506482804256076
105,late,pick_two_obj_and_place,5,2,0.03764368988401172
105,late,pick_two_obj_and_place,5,3,0.016724813832668283
105,late,pick_and_place,3,1,0.09041140192390967
105,late,pick_and_place,3,2,0.019606911742534178
105,late,look_at_obj_in_light,5,1,0.11857381036753029
105,late,look_at_obj_in_light,5,2,0.11857381036753042
105,late,look_at_obj_in_light,5,3,0.0592869051837652
105,late,pick_two_obj_and_place,5,1,0.08900587112651251
105,late,pick_two_obj_and_place,5,2,0.08900587112651245
105,late,pick_two_obj_and_place,5,3,0.0445029355632572
105,late,pick_two_obj_and_place,5,1,0.0676127246705649
105,late,pick_two_obj_and_place,5,2,0.05506482804255999
105,late,pick_two_obj_and_place,5,3,0.016385224176733413
105,late,pick_clean_then_place_in_recep,6,1,0.033228536782791675
105,late,pick_clean_then_place_in_recep,6,2,0.018930695460521237
105,late,pick_clean_then_place_in_recep,6,3,0.0188244678530095
105,late,pick_heat_then_place_in_recep,5,1,0.029984933926334435
105,late,pick_heat_then_place_in_recep,5,2,0.02102241017140776
105,late,pick_heat_then_place_in_recep,5,3,0.007293543127388681
105,late,look_at_obj_in_light,5,1,0.043207038428158866
105,late,look_at_obj_in_light,5,2,0.03415282018319035
105,late,look_at_obj_in_light,5,3,0.012549300969110234
106,late,pick_two_obj_and_place,5,1,0.11762206827717764
106,late,pick_two_obj_and_place,5,2,0.11762206827717785
106,late,pick_two_obj_and_place,5,3,0.058811034138588916
106,late,pick_two_obj_and_place,5,1,0.10650269424691139
106,late,pick_two_obj_and_place,5,2,0.1065026942469116
106,late,pick_two_obj_and_place,5,3,0.05325134712345575
106,late,pick_and_place,6,1,0.1248145850360727
106,late,pick_and_place,6,2,0.12481458503607235
106,late,pick_and_place,6,3,0.11818931072042578
106,late,pick_and_place,4,1,0.014616433599657424
106,late,pick_and_place,4,2,0.014616433599656522
106,late,pick_and_place,3,1,0.013427726191970461
106,late,pick_and_place,3,2,0.006713863095985226
106,late,look_at_obj_in_light,5,1,0.04739805066172044
106,late,look_at_obj_in_light,5,2,0.038474350359769816
106,late,look_at_obj_in_light,5,3,0.013829049246901648
106,late,pick_heat_then_place_in_recep,6,1,0.0375078371760898
106,late,pick_heat_then_place_in_recep,6,2,0.029005312655702595
106,late,pick_heat_then_place_in_recep,6,3,0.020463327334295078
106,late,pick_heat_then_place_in_recep,6,1,0.1245263315826981
106,late,pick_heat_then_place_in_recep,6,2,0.12452633158269767
106,late,pick_heat_then_place_in_recep,6,3,0.09133663513119195
106,late,pick_two_obj_and_place,5,1,0.062486400045554086
106,late,pick_two_obj_and_place,5,2,0.05250496246432605
106,late,pick_two_obj_and_place,5,3,0.016119051228618758
106,late,pick_two_obj_and_place,5,1,0.0850330789215013
106,late,pick_two_obj_and_place,5,2,0.04209108156650264
106,late,pick_two_obj_and_place,5,3,0.0210188530818361
106,late,pick_cool_then_place_in_recep,4,1,0.04823220984120813
106,late,pick_cool_then_place_in_recep,4,2,0.029944750681033576
106,late,pick_two_obj_and_place,5,1,0.062486400045551053
106,late,pick_two_obj_and_place,5,2,0.06248640004555113
106,late,pick_two_obj_and_place,5,3,0.031243200022775884
106,late,pick_heat_then_place_in_recep,6,1,0.11426365603934102
106,late,pick_heat_then_place_in_recep,6,2,0.11426365603934066
106,late,pick_heat_then_place_in_recep,6,3,0.11426365603934038
106,late,look_at_obj_in_light,5,1,0.047398050661721244
106,late,look_at_obj_in_light,5,2,0.047398050661721106
106,late,look_at_obj_in_light,5,3,0.014775325028909278
107,late,pick_heat_then_place_in_recep,5,1,0.04107990268132742
107,late,pick_heat_then_place_in_recep,5,2,0.034534121639111764
107,late,pick_heat_then_place_in_recep,5,3,0.012694387832470254
107,late,pick_heat_then_place_in_recep,5,1,0.04107990268132823
107,late,pick_heat_then_place_in_recep,5,2,0.041079902681327385
107,late,pick_heat_then_place_in_recep,5,3,0.011952949618557977
107,late,pick_heat_then_place_in_recep,5,1,0.031640349200941706
107,late,pick_heat_then_place_in_recep,5,2,0.019482806617403547
107,late,pick_heat_then_place_in_recep,5,3,0.0072394963249826525
107,late,pick_clean_then_place_in_recep,6,1,0.02990717176670327
107,late,pick_clean_then_place_in_recep,6,2,0.02331112877483666
107,late,pick_clean_then_place_in_recep,6,3,0.015119139799408758
107,late,pick_two_obj_and_place,5,1,0.12319017829879686
107,late,pick_two_obj_and_place,5,2,0.12319017829879716
107,late,pick_two_obj_and_place,5,3,0.06159508914939855
107,late,pick_cool_then_place_in_recep,4,1,0.0525926656355403
107,late,pick_cool_then_place_in_recep,4,2,0.0314624589977166
107,late,pick_heat_then_place_in_recep,5,1,0.04107990268132783
107,late,pick_heat_then_place_in_recep,5,2,0.023905899237116415
107,late,pick_heat_then_place_in_recep,5,3,0.006584549944105425
107,late,pick_two_obj_and_place,5,1,0.04943797507573504
107,late,pick_two_obj_and_place,5,2,0.035094707834993126
107,late,pick_two_obj_and_place,5,3,0.016203030426108215
107,late,pick_heat_then_place_in_recep,5,1,0.04107990268132823
107,late,pick_heat_then_place_in_recep,5,2,0.03164034920094169
107,late,pick_heat_then_place_in_recep,5,3,0.011952949618558003
107,late,pick_cool_then_place_in_recep,4,1,0.08420214265448979
107,late,pick_cool_then_place_in_recep,4,2,0.08420214265448955
107,late,pick_two_obj_and_place,5,1,0.11666217183920645
107,late,pick_two_obj_and_place,5,2,0.11666217183920638
107,late,pick_two_obj_and_place,5,3,0.0583310859196031
107,late,pick_clean_then_place_in_recep,3,1,0.014806773781900798
107,late,pick_clean_then_place_in_recep,3,2,0.005526088967401926
107,late,look_at_obj_in_light,5,1,0.0318140952173776
107,late,look_at_obj_in_light,5,2,0.022311448976241488
107,late,look_at_obj_in_light,5,3,0.010742601359689765
108,late,pick_heat_then_place_in_recep,6,1,0.10984673793081046
108,late,pick_heat_then_place_in_recep,6,2,0.08726126791983864
108,late,pick_heat_then_place_in_recep,6,3,0.06912972546584073
108,late,pick_clean_then_place_in_recep,5,1,0.0214348015375993
108,late,pick_clean_then_place_in_recep,5,2,0.012256503662842286
108,late,pick_clean_then_place_in_recep,5,3,0.006269491582219589
108,late,pick_heat_then_place_in_recep,6,1,0.035995911191447245
108,late,pick_heat_then_place_in_recep,6,2,0.020401751577654156
108,late,pick_heat_then_place_in_recep,6,3,0.019802350643823807
108,late,pick_cool_then_place_in_recep,4,1,0.057003482401681106
108,late,pick_cool_then_place_in_recep,4,2,0.034099822303305355
108,late,pick_clean_then_place_in_recep,6,1,0.02553717534100227
108,late,pick_clean_then_place_in_recep,6,2,0.025537175341002263
108,late,pick_clean_then_place_in_recep,6,3,0.020275705399789238
108,late,pick_two_obj_and_place,5,1,0.06576290002262032
108,late,pick_two_obj_and_place,5,2,0.03151060910254251
108,late,pick_two_obj_and_place,5,3,0.0134239483342674
108,late,pick_cool_then_place_in_recep,4,1,0.05700348240167977
108,late,pick_cool_then_place_in_recep,4,2,0.038316328076101344
108,late,pick_two_obj_and_place,5,1,0.06576290002262096
108,late,pick_two_obj_and_place,5,2,0.0657629000226218
108,late,pick_two_obj_and_place,5,3,0.032881450011310834
108,late,pick_cool_then_place_in_recep,4,1,0.04624856217184063
108,late,pick_cool_then_place_in_recep,4,2,0.024588111319993756
108,late,pick_clean_then_place_in_recep,6,1,0.02553717534100227
108,late,pick_clean_then_place_in_recep,6,2,0.025537175341002263
108,late,pick_clean_then_place_in_recep,6,3,0.014994386623938604
109,late,pick_two_obj_and_place,5,1,0.04429177804807535
109,late,pick_two_obj_and_place,5,2,0.03122499740426391
109,late,pick_two_obj_and_place,5,3,0.01609729366664558
109,late,pick_two_obj_and_place,5,1,0.10488254217592705
109,late,pick_two_obj_and_place,5,2,0.10488254217592721
109,late,pick_two_obj_and_place,5,3,0.05244127108796355
109,late,pick_clean_then_place_in_recep,6,1,0.02221571196682188
109,late,pick_clean_then_place_in_recep,6,2,0.017446789568807745
109,late,pick_clean_then_place_in_recep,6,3,0.012900114647306317
109,late,look_at_obj_in_light,5,1,0.11590493285362499
109,late,look_at_obj_in_light,5,2,0.11060562273118207
109,late,look_at_obj_in_light,5,3,0.05601753359268853
109,late,pick_heat_then_place_in_recep,6,1,0.03774831230477095
109,late,pick_heat_then_place_in_recep,6,2,0.02315653966687889
109,late,pick_heat_then_place_in_recep,6,3,0.020167584947022754
109,late,look_at_obj_in_light,5,1,0.027492972462360186
109,late,look_at_obj_in_light,5,2,0.01716888898927405
109,late,look_at_obj_in_light,5,3,0.006986820878106786
109,late,pick_heat_then_place_in_recep,6,1,0.03774831230477122
109,late,pick_heat_then_place_in_recep,6,2,0.037748312304769986
109,late,pick_heat_then_place_in_recep,6,3,0.03155811726237976
109,late,pick_heat_then_place_in_recep,3,1,0.025926024761070265
109,late,pick_heat_then_place_in_recep,3,2,0.007314621347447434
109,late,look_at_obj_in_light,5,1,0.028600445284351593
109,late,look_at_obj_in_light,5,2,0.021233078479531105
109,late,look_at_obj_in_light,5,3,0.01015630893243856
109,late,pick_and_place,4,1,0.08495622891709328
109,late,pick_and_place,4,2,0.024319336092221894
109,late,look_at_obj_in_light,5,1,0.035473688399941944
109,late,look_at_obj_in_light,5,2,0.035473688399940334
109,late,look_at_obj_in_light,5,3,0.0177368441999695
109,late,pick_cool_then_place_in_recep,5,1,0.05134462334282641
109,late,pick_cool_then_place_in_recep,5,2,0.026756797046197277
109,late,pick_cool_then_place_in_recep,5,3,0.01330056875063701
109,late,pick_and_place,6,1,0.08674892451294504
109,late,pick_and_place,6,2,0.04053246083216261
109,late,pick_and_place,6,3,0.032818731555897
109,late,pick_clean_then_place_in_recep,6,1,0.02221571196682188
109,late,pick_clean_then_place_in_recep,6,2,0.022215711966821785
109,late,pick_clean_then_place_in_recep,6,3,0.022215711966821695
110,late,pick_two_obj_and_place,5,1,0.06127469044925935
110,late,pick_two_obj_and_place,5,2,0.06127469044925767
110,late,pick_two_obj_and_place,5,3,0.019149220314510523
110,late,look_at_obj_in_light,5,1,0.020010955934268028
110,late,look_at_obj_in_light,5,2,0.016046138477924337
110,late,look_at_obj_in_light,5,3,0.006760967534064039
110,late,pick_cool_then_place_in_recep,5,1,0.04654467636512451
110,late,pick_cool_then_place_in_recep,5,2,0.03675223260209796
110,late,pick_cool_then_place_in_recep,5,3,0.013550915364994455
110,late,pick_two_obj_and_place,5,1,0.10052812074625175
